#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__water_water	MSD__water_Na	MSD__water_Cl	MSD__water_COO	MSD__Na_Na	MSD__Na_Cl	MSD__Na_COO	MSD__Cl_Cl	MSD__Cl_COO	MSD__COO_COO	
 2000 2744.79 -128.549 -231.775 -151.532 29.0435 5.27732 -8.0531 37.0528 -4.22858 85.8541
 4000 4608.7 -222.516 -406.852 -275.727 49.2875 9.10596 -10.805 65.4581 -7.02204 148.197
 6000 6370.56 -315.65 -582.157 -396.2 69.4035 12.95 -13.4994 93.5944 -9.62062 208.293
 8000 8062.27 -407.179 -755.351 -513.087 89.3578 16.7007 -16.2047 121.515 -12.1781 266.677
 10000 9752.46 -499.429 -930.758 -631.237 109.445 20.5145 -18.8374 149.702 -14.7639 325.842
 12000 11445.1 -592.386 -1106.03 -749.089 129.27 24.316 -21.1299 177.825 -17.2692 383.589
 14000 13122.8 -685.136 -1280.78 -866.358 149.136 28.2049 -23.7393 205.945 -19.8235 441.814
 16000 14775.5 -776.06 -1452.79 -984.368 168.813 31.9144 -26.1549 233.798 -22.367 499.564
 18000 16454.7 -870.32 -1627.23 -1101.66 188.828 35.8166 -28.4655 261.807 -24.9388 557.767
 20000 18106.6 -963.115 -1798.59 -1217.28 208.715 39.6 -30.935 289.543 -27.7795 615.977
 20000 17952.1 -960.5 -1782.47 -1196.4 210.277 39.032 -31.9521 287.793 -29.8453 612.417
 40000 34608.4 -1895.81 -3503.93 -2376.4 408.964 78.0287 -55.7805 566.642 -60.2585 1204.07
 60000 51089.3 -2834.87 -5208.92 -3550.29 607.095 113.349 -69.2042 846.385 -91.6626 1785.14
 80000 68532.6 -3816.89 -7003.65 -4798.04 806.938 153.161 -77.9207 1136.69 -122.012 2382.09
 100000 86157.5 -4798.38 -8817.75 -6078.07 1006.62 194.247 -87.9188 1427.24 -148.035 2983.81
 120000 103823 -5806.32 -10627.6 -7347.87 1208.16 236.956 -98.0584 1716.56 -173.387 3582.9
 140000 120988 -6756.97 -12404.5 -8580.93 1407.75 274.9 -112.936 2003.59 -201.177 4179.97
 160000 138943 -7729.06 -14256.4 -9922.64 1609 311.546 -119.32 2300.94 -219.904 4783.39
 180000 156775 -8698.09 -16080.9 -11309.1 1812 347.808 -128.281 2594.92 -238.086 5406.88
 200000 174643 -9648.6 -17919.4 -12688.9 2013.19 380.828 -132.664 2890.01 -250.65 6008.55
 200000 178333 -10248.2 -18271.8 -12367.8 2047.61 457.723 -128.723 2908.77 -272.171 5911.11
 400000 358639 -19978.8 -36412.8 -27151.8 4116.22 760.005 -112.967 5789.21 -266.196 11898.9
 600000 548509 -29592.8 -55376.2 -43843.6 6215.39 975.781 1.12995 8753.61 -15.5489 17938.9
 800000 739595 -39760.8 -74754.8 -59143 8408.42 1228.7 111.053 11860.7 -1.0613 23961.8
 1e+06 924564 -49956.4 -92442.9 -76108.1 10647.5 1392.44 376.666 14654.5 224.883 29947.3
 1.2e+06 1.10285e+06 -58480.2 -110687 -91816 12699.4 1465.4 491.681 17661.7 342.362 35887.3
 1.4e+06 1.28447e+06 -67639.8 -129130 -107211 14915.6 1533.47 601.356 20702.2 446.288 41743.2
 1.6e+06 1.45488e+06 -76336.1 -145541 -123715 17183.7 1491.94 693.935 23419.6 666.274 47843.2
 1.8e+06 1.63296e+06 -85022.4 -162156 -142869 19406.5 1398.32 978.571 26188.3 940.463 54566.4
 2e+06 1.81095e+06 -94012 -177460 -164665 21784.7 1224.43 1367.06 28786.9 1192.5 62263.4
 2e+06 1.93471e+06 -101377 -192117 -170496 20564.5 2238.1 3993.3 30554.8 1640.58 59333.1
 4e+06 3.98275e+06 -194936 -375178 -421084 43254.5 543.129 10826.9 61225.7 5305.26 142391
 6e+06 6.40081e+06 -320825 -572573 -737082 71687.1 -625.286 20657.3 92224.6 13005.6 237914
 8e+06 9.16264e+06 -485368 -762773 -1.15053e+06 100422 2097.41 36396.1 118036 24280.5 355270
 1e+07 1.21111e+07 -668683 -959132 -1.59484e+06 124273 8268.22 59115.6 142064 36985.9 470392
 1.2e+07 1.51104e+07 -858822 -1.1759e+06 -2.0034e+06 147919 15420.6 82814.9 169129 49303.3 571008
 1.4e+07 1.787e+07 -999573 -1.36203e+06 -2.4646e+06 163949 20360.6 103461 190323 66746.4 685424
 1.6e+07 1.99047e+07 -1.12317e+06 -1.48426e+06 -2.80592e+06 183471 22270.3 118675 208532 69659.9 793799
 1.8e+07 2.17666e+07 -1.23834e+06 -1.58082e+06 -3.15532e+06 202437 23987.9 132050 223831 69781 915272
 2e+07 2.39057e+07 -1.3428e+06 -1.7142e+06 -3.54441e+06 220564 24503.5 145273 242635 77910.2 1.0343e+06
 2e+07 1.8548e+07 -1.25776e+06 -1.37208e+06 -2.3173e+06 222620 28557.5 99285.8 217804 -8843.06 814109
 4e+07 3.48922e+07 -1.51661e+06 -2.96293e+06 -4.74837e+06 250920 72830.1 54205.8 381261 177184 1.42802e+06
 6e+07 3.7785e+07 -2.13805e+06 -3.07616e+06 -4.69907e+06 359725 148358 -43101.1 324189 243624 1.40211e+06
 8e+07 4.17667e+07 -2.78899e+06 -4.25186e+06 -2.48668e+06 549010 254636 -326669 656658 -242566 2.11212e+06
 1e+08 1.03104e+08 -7.28556e+06 -9.68923e+06 -7.44762e+06 931903 667220 -79415 1.14193e+06 168620 2.76077e+06
