#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__water_water	MSD__water_Na	MSD__water_Cl	MSD__water_COO	MSD__Na_Na	MSD__Na_Cl	MSD__Na_COO	MSD__Cl_Cl	MSD__Cl_COO	MSD__COO_COO	
 2000 3270.39 -163.737 -290.886 -221.473 43.2782 1.14081 -6.75496 52.3085 -3.27467 116.096
 4000 5169.55 -258.361 -470.523 -350.164 64.3912 4.74241 -10.0101 81.6862 -6.10197 181.348
 6000 6887.53 -349.308 -639.184 -471.784 84.1066 8.36949 -12.6592 108.923 -8.84069 241.926
 8000 8608.3 -442.729 -812.568 -595.416 104.498 11.9395 -15.2737 136.887 -11.3404 302.77
 10000 10291.6 -533.731 -983.455 -721.953 124.619 15.5225 -18.1129 164.337 -13.6292 364.332
 12000 11932.5 -623.815 -1150.77 -844.63 144.453 19.1673 -20.9577 191.333 -15.9901 424.826
 14000 13595.6 -715.131 -1321.54 -968.569 164.494 22.777 -23.6196 218.716 -17.8878 484.846
 16000 15208.1 -804.836 -1485.56 -1090.21 184.235 26.3118 -26.3663 245.199 -20.2324 544.031
 18000 16856.6 -896.653 -1654.25 -1210.21 204.209 30.0379 -29.146 272.111 -22.5465 603.685
 20000 18490.3 -988.196 -1820.76 -1333.62 224.106 33.7258 -31.5258 298.704 -24.3782 662.699
 20000 18703.4 -994.001 -1837.27 -1377.94 223.105 33.73 -28.2875 301.638 -23.421 674.708
 40000 34913.9 -1908.9 -3474.24 -2624.21 424.095 69.2664 -54.0228 563.723 -43.882 1276.89
 60000 50976.2 -2802.44 -5100.93 -3885.28 620.846 104.193 -79.7072 827.635 -68.1003 1891.03
 80000 67382.3 -3724.62 -6775.42 -5098.26 819.675 141.773 -107.154 1097.67 -95.5971 2500.14
 100000 84136.8 -4637.95 -8471.43 -6438.62 1012.59 179.536 -127 1369.48 -115.731 3127.83
 120000 101056 -5567.38 -10168.6 -7806.04 1203.7 219.296 -141.699 1639.82 -136.183 3757.22
 140000 118283 -6518.28 -11887.7 -9202.15 1401.13 256.541 -152.04 1916.12 -159.72 4403.27
 160000 135860 -7500.2 -13638.4 -10607.1 1600.52 296.378 -161.86 2195.37 -183.334 5052.36
 180000 152960 -8459.6 -15363.8 -11934.4 1795.99 338.476 -176.684 2474.2 -217.199 5701.21
 200000 169909 -9379.67 -17084.9 -13257 1988.53 375.772 -192.882 2752.42 -244.512 6332.71
 200000 171592 -9253.39 -17262.7 -13667.4 2022.56 320.212 -155.806 2806.01 -206.217 6302.33
 400000 345999 -18668.8 -34924.9 -27802 3993.48 665.886 -203.143 5626.37 -318.373 12431.3
 600000 511480 -27845.2 -51701.9 -40427.9 5859.88 989.961 -168.819 8445.4 -783.045 18645.7
 800000 686579 -36739.4 -70278.5 -53304.7 7640.51 1376.44 -270.665 11424.3 -977.175 24571.5
 1e+06 865376 -46256.3 -89203.4 -65934.2 9531.91 1832.95 -454.61 14357.7 -1028.41 30186.8
 1.2e+06 1.05064e+06 -56912.9 -107752 -80089.3 11344.7 2388.76 -267.496 17149.5 -1073.41 35777
 1.4e+06 1.23842e+06 -67118 -126937 -94674.9 13218.8 2858.08 -157.759 20079.3 -1035.37 41496.3
 1.6e+06 1.42258e+06 -77867.2 -145113 -109256 15142.9 3362.35 6.4201 22768.9 -888.844 46866.2
 1.8e+06 1.59239e+06 -87445.5 -162337 -122122 16885.6 3802.14 143.52 25399.6 -888.373 51894.3
 2e+06 1.77052e+06 -97897.5 -180460 -134946 18789.8 4257.96 360.055 28158.8 -859.898 56754.5
 2e+06 1.87924e+06 -112722 -181752 -152660 19917.8 5739.31 1036.69 26717.4 791.706 58949.7
 4e+06 3.88023e+06 -218662 -397046 -285387 42103.6 10669.6 -2128.07 60255 -48.48 120444
 6e+06 5.97712e+06 -325438 -623244 -430688 65445.5 13077.9 -733.616 95212.5 4459.86 166702
 8e+06 8.47355e+06 -469343 -875205 -619369 94488.7 17843 1007.29 132130 11093.3 225445
 1e+07 1.08189e+07 -594146 -1.11281e+06 -810216 121836 20549.5 2701.61 169861 13054.2 296078
 1.2e+07 1.29535e+07 -684172 -1.32865e+06 -1.02403e+06 149244 18085.4 2747.13 205193 20175.9 366479
 1.4e+07 1.56717e+07 -795370 -1.61093e+06 -1.2803e+06 181022 17391.7 187.594 248805 31399.6 448201
 1.6e+07 1.81689e+07 -893866 -1.89683e+06 -1.45742e+06 213866 14942.3 -4859.76 298077 33153.3 524286
 1.8e+07 2.10442e+07 -1.01306e+06 -2.23679e+06 -1.62829e+06 248397 17632.3 -16558.2 351418 39399 597708
 2e+07 2.43426e+07 -1.14629e+06 -2.61047e+06 -1.86771e+06 283228 21618.3 -26148.6 407921 49621.4 686180
 2e+07 2.19293e+07 -1.30085e+06 -1.81035e+06 -2.56267e+06 216590 27601.2 126677 269688 46693.1 735596
 4e+07 6.51141e+07 -3.10515e+06 -6.44876e+06 -6.20508e+06 531674 138205 103620 907956 228817 1.82615e+06
 6e+07 1.14263e+08 -5.11848e+06 -1.22587e+07 -9.09735e+06 830941 332004 -13675.2 1.68123e+06 431117 2.70726e+06
 8e+07 1.43245e+08 -8.09556e+06 -1.659e+07 -5.83715e+06 1.52045e+06 427812 -101557 2.64437e+06 -275205 3.2162e+06
 1e+08 1.74764e+08 -1.26581e+07 -1.77509e+07 -8.75868e+06 2.70376e+06 284175 256330 3.02344e+06 -489977 4.36152e+06
